Type,Venue Name,Category,City,Place ID,Current Folder,Available Images,Unmapped Folder,Folder Type,Notes
Generic Mapping,Sumo Japanese Restaurant,restaurants,Lahore,ChIJwWaKjAYHGTkRr7gQfgIcGuo,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Karahi Kebab Corner,restaurants,Lahore,ChIJUy81hd4FGTkROnTR2vJ9y68,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Nisa Sultan Restaurant,restaurants,Lahore,ChIJ8fbeRPOrGTkRt2wK--RDuqk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Shahi Darbar Restaurant,restaurants,Lahore,ChIJLXihRQABGTkRVazeXBIR57U,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Koyla Restaurant,restaurants,Lahore,ChIJSaARVEsbGTkR-JovPmH3AjI,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Ranchers Cafe Lahore,restaurants,Lahore,ChIJc72yQz8DGTkRpV-lqRCJU3A,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Atrium Bahria Town,restaurants,Lahore,ChIJlepUCh7_GDkRNydQTG5UFkE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Saddique Fish,restaurants,Lahore,ChIJ36YfqhMDGTkRYe7v2sk-seY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahi Kabab House,restaurants,Lahore,ChIJE20R1roFGTkR7TfgS_RLH_I,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pasha Tandoori Restaurant,restaurants,Lahore,ChIJq6qqqncGGTkRaRSUZur4bBQ,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Fritto Fast Food,restaurants,Lahore,ChIJD_Yu0r0EGTkRpekv5g4_0Z8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Prezzo Foods WAPDA Town,restaurants,Lahore,ChIJwSrV4ogBGTkRRZc8W-_npOE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,"Clubhouse Restaurant & Bar, Defence Raya Golf Resort",restaurants,Lahore,ChIJNVrlMTwJGTkRvj1XB8vzUUc,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Little Olives (PIA Road),restaurants,Lahore,ChIJxUelR9YBGTkRRDYlQhjr_Gs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Park Lane Restaurant,restaurants,Lahore,ChIJf7m0P-EEGTkRGRHK95FDwH4,Restaurant,3,,,Mapped to generic folder
Generic Mapping,The Balcony Restaurant,restaurants,Lahore,ChIJ6woHClgEGTkRVRj02T_cpow,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Atifa's Restaurant,restaurants,Lahore,ChIJM-jdaHUBGTkRp9PUDVnJYfk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Cosa Nostra Pizza & Pasta,restaurants,Lahore,ChIJ-XpVCXQGGTkRuvgEZEdM-GM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Lanzhou Chinese Restaurant,restaurants,Lahore,ChIJj0jxfR4BGTkREQWDr2Fu26o,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Fasana Restaurant,restaurants,Lahore,ChIJoSEWbdL_GDkR0bxe3ADJ6TA,Restaurant,3,,,Mapped to generic folder
Generic Mapping,CFC Restaurant,restaurants,Lahore,ChIJ1c3nYbmoGTkRNbd9WCF4kgU,Restaurant,3,,,Mapped to generic folder
Generic Mapping,The Burger Joint,restaurants,Lahore,ChIJ1z5sOwCrGTkRIupilXFyZ8k,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,KFC (Poonch Road),restaurants,Lahore,ChIJRXNkU1ADGTkRcGNFZW8sVa0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Spread Lahore,restaurants,Lahore,ChIJxz2AHoEFGTkRN03xmRFyRuk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Mughal Court Restaurant,restaurants,Lahore,ChIJ05vJBbMEGTkRqnzB82TaBwA,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Posh Nosh Fish Restaurant,restaurants,Lahore,ChIJt9OrZ5wEGTkR_M0_jXBI8FU,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Chicken Biryani House,restaurants,Lahore,ChIJf6N_j7kFGTkR9iR9_Gk9ZFc,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Forks & Knives,restaurants,Lahore,ChIJM_V8B90HGTkRCXFYnvrXMiI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Daily Deli Co Bahria Town,restaurants,Lahore,ChIJvzoCIb3_GDkRF2kVNOTf_Vc,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,China Bistro,restaurants,Lahore,ChIJPy9FhksFGTkR8ULYrsP0sEc,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Karachi Biryani House,restaurants,Lahore,ChIJqbigAgAFGTkRmUXkKXJuyio,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Burger King Lake City,restaurants,Lahore,ChIJSbgSvHCrGTkRUBKyXYFCsUk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Papa John's Emporium Mall,restaurants,Lahore,ChIJraxnUSEDGTkR7Z97PlsHnXk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Ice Cream Factory,restaurants,Lahore,ChIJwzf0tAMGGTkRkMWPgeRdJgM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Four Points by Sheraton Lahore,restaurants,Lahore,ChIJ0feesrQEGTkRJnyURxRgC80,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,California Pizza Shop,restaurants,Lahore,ChIJNVWWw9QDGTkR723mMC0Xo5E,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Imperial Hotel Restaurant,restaurants,Lahore,ChIJdSwsplAbGTkRjvBJudOA1go,Restaurant,3,,,Mapped to generic folder
Generic Mapping,The Burger Joint,restaurants,Lahore,ChIJDyZhASkHGTkR6k1oO34m_zI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Sholay BBQ Restaurant,restaurants,Lahore,ChIJWxNGKRIEGTkRw6up1dr8Bk8,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Shahi Samosa Wala,restaurants,Lahore,ChIJsXyQ5BkEGTkRW7_2_Rpc5fk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Tim Hortons Lahore,restaurants,Lahore,ChIJCfmUKsmrGTkRoJ7PLhQGDEg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Harry's Oven Cafe,restaurants,Lahore,ChIJPTDgW-gFGTkRF9vh7hwCTfA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,London Melt Pizza & Pasta,restaurants,Lahore,ChIJuekscwABGTkR9SQ3WlZGgUU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Paratha Wala Moon Market,restaurants,Lahore,ChIJ_c1Ut3MDGTkRoQKDEkCRucw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Tacos & Bites,restaurants,Lahore,ChIJLe6fqkcJGTkR3VTPxvAJcDM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Breakfast Club Lahore,restaurants,Lahore,ChIJfwkFsp8HGTkRjJODoIiyzvQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahi Darbar Restaurant,restaurants,Lahore,ChIJB024gWQGGTkR05QyVuNo_sc,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Alo Cheese Paratha,restaurants,Lahore,ChIJB6uuP_0FGTkR3UiPeViJdTY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Gulab House Sweet Shop,restaurants,Lahore,ChIJsT6gAVMbGTkR3ULEGWsgjIM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Dumpukht Hi-Tea,restaurants,Lahore,ChIJC9mqZgAJGTkRrrPFWHaz-ic,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mama Sweets Corner,restaurants,Lahore,ChIJNTAN5YYEGTkRLLFSEa4gsYg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Canvas DHA,restaurants,Lahore,ChIJ66KJbQAJGTkREbQqgZcuR2E,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Tareen Ghatiya Biryani,restaurants,Lahore,ChIJfep7OdMFGTkRU4IAXnVoj8o,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mithaas Lahore,restaurants,Lahore,ChIJV412pR0HGTkRKCb7-DOPvbQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Halwa Puri Corner,restaurants,Lahore,ChIJ9fsS17uoGTkRVNU5U1fVBRI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Tandoori Naan House,restaurants,Lahore,ChIJieocQIn_GDkRrIxxdIdeHtA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al-Khwarizmi Restaurant,restaurants,Lahore,ChIJmUs81bADGTkRseyoX3ROtsU,Restaurant,3,,,Mapped to generic folder
Generic Mapping,King & Queens Pizza,restaurants,Lahore,ChIJe6nam7MFGTkRy8EhboxkcCI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mughal BBQ Dhaba,restaurants,Lahore,ChIJD68c5u4RGTkRvq7jqFh31Ic,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,BRIM Burgers Lahore,restaurants,Lahore,ChIJeeXqxA0HGTkRAHw3dLlE78U,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pizza Hut Gulberg III,restaurants,Lahore,ChIJX8AgiGgEGTkR9kbvL05sFXg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Thai House Restaurant,restaurants,Lahore,ChIJud_vWcIJGTkR7QAHgfXDggc,Restaurant,3,,,Mapped to generic folder
Generic Mapping,The Pancake House,restaurants,Lahore,ChIJJ2gFC1gEGTkR1eACQ0Adlto,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Angara Handi,restaurants,Lahore,ChIJVXljgpUJGTkRuEXkg4e-618,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hotel Shahi Darbar,restaurants,Lahore,ChIJ-QW_bjgbGTkRRlUZw0XdiEo,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al Hamra Restaurant,restaurants,Lahore,ChIJHXol5YkJGTkR-wkLSvUmvUk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,The Boulevard Restaurant & Sports Club,restaurants,Lahore,ChIJtUEROTsHGTkR1xd1xxesw-Q,Restaurant,3,,,Mapped to generic folder
Generic Mapping,The Egg Royal,restaurants,Lahore,ChIJWbrnFEIFGTkRBOQHbXZCiYw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Chinese House Restaurant,restaurants,Lahore,ChIJPcifYEAJGTkRuDNt9qBLI3M,Restaurant,3,,,Mapped to generic folder
Generic Mapping,CP Five Star Shadman Market,restaurants,Lahore,ChIJYxcsVrUFGTkR4MyMTpc5Nas,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al Hamra Restaurant,restaurants,Lahore,ChIJJZ7ABzQDGTkRyElVmsB1SS8,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Bonchicken,restaurants,Lahore,ChIJdwdROAAJGTkRE9vYpz8Fjf8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,"Pizza Hut Faisal Town, Lahore",restaurants,Lahore,ChIJv8AI0asGGTkR0PjW9IONHFc,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Duck Donuts Lahore,restaurants,Lahore,ChIJoQtIAQAFGTkRr8BjVhQ0iP0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Royal Garden Restaurant,restaurants,Lahore,ChIJn05UtssEGTkRhv5EXjVu7RY,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Utopian Chinese Restaurant,restaurants,Lahore,ChIJNXRgjtoHGTkRk3-H6UpT71Q,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Ranchers Cafe,restaurants,Lahore,ChIJTb0tDgAJGTkRi5mJxinelyw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Nashta Restaurant,restaurants,Lahore,ChIJPwBvEgwJGTkRK6gRuI4wKws,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Channa Chanay Royal Park,restaurants,Lahore,ChIJGdoYd04bGTkRCy53HGNtgIs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Royal Kachori Point,restaurants,Lahore,ChIJU5x9HYEGGTkR8xzyuRj341g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pizza Hut Punjab CHS Lahore,restaurants,Lahore,ChIJv66Ex2YGGTkRQDNrF8Gox-E,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Smash Burger Lahore,restaurants,Lahore,ChIJ0YlOUOsJGTkRZBwWuStkfv0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al-Kabeer Restaurant,restaurants,Lahore,ChIJTUPINSD-GDkRPBsCs3otUEE,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Desi Over Gulberg Branch,restaurants,Lahore,ChIJXzXm64MFGTkR9ApnWpjErlI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Desi Kitchen,restaurants,Lahore,ChIJVbyfoagIGTkRncyPEjwFvn0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Rehman Center,restaurants,Lahore,ChIJmzzHCcAIGTkRkU1Uoj_5HOo,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Qaiser Katta Karahi,restaurants,Lahore,ChIJSWE9fTsFGTkRjKr6YoninL8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pizza Hut Faisal Town Lahore,restaurants,Lahore,ChIJB_dJefsDGTkR8hCZgoMJlGU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Taimoor's Restaurant,restaurants,Lahore,ChIJR38AZvf_GDkRlvat2pgxiHY,Restaurant,3,,,Mapped to generic folder
Generic Mapping,One Potato Two Potato (OPTP),restaurants,Lahore,ChIJu-qnyRwFGTkRLzx5aZA7TVQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Alminal Pizza,restaurants,Lahore,ChIJ2agy0_wFGTkR2FG9JXThqo8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mughal Darbar Restaurant,restaurants,Lahore,ChIJ5XV99vsDGTkR6zS6Mbunv0I,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Dragon Chinese Restaurant,restaurants,Lahore,ChIJcejxsfgJGTkRcloqWlXkCU0,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Yums Chick's Walton,restaurants,Lahore,ChIJ9TMqlMgFGTkRc6hjtXzZrfI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,B M Sweets,restaurants,Lahore,ChIJdXh8RxUDGTkRGMU6zF0PK04,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahi Kabab House,restaurants,Lahore,ChIJ7SqOA1MbGTkRV0fWgx1X0xg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pathan Tea House,restaurants,Lahore,ChIJuVotaB0FGTkR3b6PlKQh4pE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shahi Pulao,restaurants,Lahore,ChIJCW7jNlYFGTkRew7oHRgAyX4,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Shawarma House,restaurants,Lahore,ChIJuRQzdgAHGTkRk7vZCETJRj8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Burger Joint,restaurants,Lahore,ChIJASRtvlMDGTkRcNGxWP6W0Qw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Cluster Foods,restaurants,Lahore,ChIJk4DeEAD_GDkRhmq8UqX36CU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Sushi Maki,restaurants,Lahore,ChIJ--M77hEJGTkRZpnF6h2-vUg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Paratha Wala Lahore,restaurants,Lahore,ChIJWZvj6aMJGTkR7Pv1vwpruiM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hot Bites Pizza & Pasta,restaurants,Lahore,ChIJb5NCBvwDGTkRMvERqSCDV2g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mono Restaurant,restaurants,Lahore,ChIJYTP7fk4bGTkRb6Pd3VPwXrQ,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Alif Restaurant,restaurants,Lahore,ChIJrd80BfkGGTkRbZlpVc_Ys6s,Restaurant,3,,,Mapped to generic folder
Generic Mapping,The Olive Branch Restaurant,restaurants,Lahore,ChIJiW3gHXoGGTkRTEQ_AW-vIag,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Dahi Bhalla Wala,restaurants,Lahore,ChIJp3nLPhsFGTkRZhpvtrB7FXM,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Lasani Burgers & Shawarma,restaurants,Lahore,ChIJfyswn3EEGTkRchoGPClTV0g,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Lahori Naan Shop Wapda Town,restaurants,Lahore,ChIJc5P9w3gBGTkR7Gg1SeTZJkI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Burger King Sector A Block A Cantt,restaurants,Lahore,ChIJE111kpoPGTkR7H2WI9w0zAw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Dujjaj Arabic Broast,restaurants,Lahore,ChIJnZ94PUarGTkRfyOYuhuKQdE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Alif Restaurant,restaurants,Lahore,ChIJQYW8fi4BGTkREQhA7dmY10A,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Chai Wala Tea Stall,restaurants,Lahore,ChIJVVzaTqgcGTkRqlFdg_6XdLw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Archway Restaurant,restaurants,Lahore,ChIJYyt75VYJGTkR-7TpWrbIk-w,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Burger Cottage Johar Town,restaurants,Lahore,ChIJ6_dNeWoDGTkRjl_Mwmd3rNk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Chacha Tea House,restaurants,Lahore,ChIJVfrWEVMbGTkRzbHrd3IBPc0,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Tao Yuan Chinese Restaurant,restaurants,Lahore,ChIJ3TjpE_0FGTkRH-YB2dWCrjc,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Gratto Jalebi Shadman Market,restaurants,Lahore,ChIJ_ZqqipUEGTkRfIfoDRSU5ZI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Dabha Restaurant,restaurants,Lahore,ChIJpx6JkQX-GDkR-ZyeVu4u2dE,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Babar Khoya Waly,restaurants,Lahore,ChIJS-1H4ZcdGTkRJRNxnCMRxxQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pomi Tikka Fish Restaurant,restaurants,Lahore,ChIJixn60fwPGTkRJlg1t3fhb40,Restaurant,3,,,Mapped to generic folder
Generic Mapping,BBQ Tonight,restaurants,Lahore,ChIJrf9tz9QDGTkRH4T0r0TBaUE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,O'Cheese Pizza & Wings,restaurants,Lahore,ChIJw9cs-4YPGTkRRLpBfPhQRAU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Naan & Pizza,restaurants,Lahore,ChIJ344QnfurGTkRR-xmXMDbNNU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Pasha BBQ & Roti Center,restaurants,Lahore,ChIJh9mTC_0FGTkRHRodxBaVglo,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Uncle Dave's Chicken Shack,restaurants,Lahore,ChIJcZ8bRgAHGTkR_y5cyqaakdo,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Nibbles & Bites,restaurants,Lahore,ChIJ9RpgYPYDGTkRr5_dGxybbnU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Royal Grill Restaurant,restaurants,Lahore,ChIJOS_RnwQFGTkRjgpq1S-h_aY,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Fish House Lahore,restaurants,Lahore,ChIJtZCgHxUbGTkRYThpkfVKVhg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Akhtar Nehari,restaurants,Lahore,ChIJdxbpOv0FGTkRQB5CUuq3KlY,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Baked Potato,restaurants,Lahore,ChIJmwdajbkHGTkRG4mgIbwwbJQ,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,BBQ House,restaurants,Lahore,ChIJhWQ3GdsJGTkRNlydBn_oG58,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Fred The Restaurant,restaurants,Lahore,ChIJdbAp7SUHGTkRsOvH3yubCME,Restaurant,3,,,Mapped to generic folder
Generic Mapping,"Instant Burgers Lahore Metro Bus Stop Mor Shahdara Town, Shahdara",restaurants,Lahore,ChIJ7_uvvWkcGTkRZLYYXbIY4Wg,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Favori Restaurant,restaurants,Lahore,ChIJleCY56wcGTkRUCoSwqLWMNk,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Karachi Red Rock DHA,restaurants,Lahore,ChIJG7FCfcMFGTkRzQ2QWxy1I9A,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Miraj Restaurant,restaurants,Lahore,ChIJZ0pjWHYbGTkRu1BOBQ0B-tc,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Pizza Hut Shahrah-e-Quaid-e-Azam,restaurants,Lahore,ChIJ6XPEFhQFGTkRDYO_iT4649Q,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,China House Restaurant,restaurants,Lahore,ChIJQS4NdP0FGTkRIjOOwnXtfog,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Biryani Express DHA,restaurants,Lahore,ChIJ7bcy9zwJGTkRwj90EFJ1Z8M,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al-Kabeer Restaurant & Cafe,restaurants,Lahore,ChIJoVUtb2oEGTkRdes58vU_-aI,Restaurant,3,,,Mapped to generic folder
Generic Mapping,KFC Gulberg Main Market,restaurants,Lahore,ChIJC2l7UPcEGTkRPe4HjpHrsvI,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Peri Peri Chicken Restaurant,restaurants,Lahore,ChIJ6cVyL5IHGTkRdYqCt0pj7rI,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Allaa Chinese Restaurant,restaurants,Lahore,ChIJkWa2QxEFGTkRgZ7X3Jsw2R8,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Shifu Chinese Restaurant,restaurants,Lahore,ChIJx4eNVQBVGDkRCJvRIUJSlnQ,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Chillz Restaurant,restaurants,Lahore,ChIJ7ZXvtVj_GDkRwjeBW9YfiFA,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Kabab Badshah Restaurant,restaurants,Lahore,ChIJGR0cPmwJGTkRV0hVn35-hgs,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Salt 'n Pepper Fortress Stadium Restaurant,restaurants,Lahore,ChIJvSz2SAAFGTkRA874sSGCxw8,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Chai Khana Lahore,restaurants,Lahore,ChIJbRbJvpoHGTkRLYFqBk-wMFs,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Mama's Kabab,restaurants,Lahore,ChIJHZ2195sEGTkRsAKCFXO4n54,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,KFC,restaurants,Lahore,ChIJZeluVEgEGTkR-WrZhSRh4uU,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hotel Tandoor,restaurants,Lahore,ChIJJ2eueCH-GDkREVOXpLjLON8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Desi Chicken BBQ,restaurants,Lahore,ChIJS-angoEEGTkRIpwcefZam6Q,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Karachi Bun Kebab Lahore,restaurants,Lahore,ChIJZbWQvE4JGTkRY38KDkwvkZ8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Al Hamra Restaurant,restaurants,Lahore,ChIJoYGuIbYFGTkRI-9Pfq-gP-k,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Behari Roll & Pasta,restaurants,Lahore,ChIJE6fOy1T_GDkRCujWaP-5FOA,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Burger King DHA Phase 4 AA,restaurants,Lahore,ChIJoxX683UHGTkRLioXI1Gym9Y,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Zaan Pan Asian Restaurant,restaurants,Lahore,ChIJKZObUy0JGTkRaO0UWDy8ahs,Restaurant,3,,,Mapped to generic folder
Generic Mapping,Karachi Zam Zam Biryani and Pulao Center,restaurants,Lahore,ChIJpaclWqAFGTkRBkgu6hFl5Nk,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,The Pasta Kitchen,restaurants,Lahore,ChIJKV1u8vwDGTkRLVjbcD0WvUE,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,K Pop Bistro Lahore,restaurants,Lahore,ChIJoRwX13AGGTkRsQAdpkvO4p8,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Desi Murg Shop,restaurants,Lahore,ChIJxejEuZYFGTkRsMwMbzJvoMw,restaurant-placeholders,1,,,Mapped to generic folder
Generic Mapping,Hungrie Restaurant,restaurants,Lahore,ChIJUwxUCA4FGTkR670yo-8CsG4,Restaurant,3,,,Mapped to generic folder
